,sp500 high,nasdaq high,usd_chf,eur_usd,silver high,palladium high,palladium low,year,month,gold high
828,154.7,68.77,0.9433,1.3019,28.719,72.47,71.45,2013,3,153.39
829,154.92,68.908,0.947,1.299,28.77,73.47,72.31,2013,3,153.38
830,154.98,68.8,0.9432,1.3098,28.73,74.67,74.1914,2013,3,153.21
831,155.65,69.02,0.9535,1.2992,28.94,77.2,75.12,2013,3,153.29
832,156.04,68.99,0.9496,1.3014,28.6999,76.56,75.9,2013,3,153.06
833,156.1,68.9299,0.9472,1.3023,29.0301,76.24,75.7,2013,3,154.69
834,156.12,68.89,0.9518,1.2949,28.95,76.22,75.305,2013,3,154.604
835,156.8,69.01,0.9512,1.2974,28.59,75.63,74.7,2013,3,154.17
836,156.04,68.79,0.9396,1.3076,28.71,76.064,75.6201,2013,3,154.72
837,155.64,68.6367,0.9449,1.2956,28.74,75.36,74.57,2013,3,155.93
838,155.51,68.7,0.946,1.2888,28.79,74.928,71.31,2013,3,156.34
839,155.95,68.86,0.9439,1.295,28.569,74.84,73.02,2013,3,155.83
840,155.64,68.25,0.9454,1.2928,28.98,74.89,74.0,2013,3,156.43
841,155.6,68.64,0.9402,1.2996,28.56,74.76,73.83,2013,3,155.99
842,156.27,68.96,0.9473,1.2881,28.59,74.94,74.13,2013,3,155.57
843,156.23,68.73,0.9484,1.2858,28.49,74.9799,74.032,2013,3,154.91
844,156.24,68.85,0.9534,1.2782,28.4599,75.57,74.2,2013,3,155.62
845,156.85,69.06,0.9468,1.2842,28.3,75.969,74.55,2013,3,154.8
846,270.1797653670342,182.68978435063187,0.949,1.2816,21.608060365689703,110.18447308416239,107.93186200591556,2013,3,146.10147749395
847,156.91,69.09,0.946,1.2857,27.79,76.949,75.654,2013,4,154.93
848,157.21,69.27,0.9485,1.2836,27.34,76.1,75.134,2013,4,153.31
849,157.03,69.18,0.9451,1.2847,27.04,75.27,73.6801,2013,4,152.53
850,156.17,68.6,0.9458,1.2854,26.706,72.859,70.84,2013,4,150.6
851,155.35,67.96,0.9324,1.3027,27.07,71.4,70.35,2013,4,152.9599
852,156.22,68.24,0.9346,1.3008,27.01,71.94,70.818,2013,4,152.59
853,157.32,68.96,0.9317,1.3092,27.779,72.3,70.81,2013,4,153.85
854,158.87,70.17,0.9333,1.306,27.63,70.78,69.801,2013,4,152.71
855,159.71,70.15,0.9294,1.3124,27.55,72.45,70.7,2013,4,151.71
856,159.04,69.99,0.929,1.3094,26.7481,70.57,69.14,2013,4,148.8499
857,158.13,69.79,0.9303,1.3082,23.6372,68.77,63.8,2013,4,136.75
858,157.49,69.55,0.9256,1.3141,23.56,67.25,66.1225,2013,4,135.11
859,156.32,68.889,0.9306,1.3049,23.45,65.924,64.581,2013,4,134.95
860,155.41,68.33,0.9306,1.3072,23.18,66.08,65.0317,2013,4,135.31
861,155.55,68.231,0.9324,1.3066,23.21,66.66,65.5,2013,4,136.02
862,156.54,69.04,0.9349,1.305,23.32,67.23,66.6215,2013,4,138.269
863,157.93,69.7,0.9427,1.3012,22.8,66.52,65.44,2013,4,137.24
864,158.3,69.67,0.9484,1.2997,23.02,66.1,65.29,2013,4,138.55
865,159.27,70.05,0.9455,1.3004,24.119,67.6,66.19,2013,4,142.08
866,158.6,69.77,0.9414,1.3024,24.26,67.34,66.36,2013,4,143.43
867,159.65,70.48,0.937,1.309,24.21,68.85,67.8901,2013,4,142.66
868,159.72,70.73,0.9298,1.3168,24.05,68.7252,68.1,2013,4,142.83
869,159.41,70.85,0.9268,1.3192,23.68,67.72,65.89,2013,5,141.55
870,159.89,71.43,0.9348,1.3066,23.81,68.1915,67.2458,2013,5,142.47
871,161.88,72.34,0.934,1.3112,24.11,68.3,67.28,2013,5,142.71
872,162.01,72.51,0.9393,1.3067,23.82,68.44,67.62,2013,5,142.465
873,162.65,72.57,0.9402,1.3085,23.701,67.1,66.4701,2013,5,140.64
874,163.39,72.77,0.9349,1.3177,23.74,68.5399,67.52,2013,5,142.81
875,163.7,73.099,0.9406,1.3105,23.7,70.3099,67.78,2013,5,142.36
876,163.55,73.08,0.9594,1.2955,23.56,69.49,68.49,2013,5,139.75
877,163.81,73.32,0.9576,1.2981,23.55,70.5299,69.085,2013,5,138.966
878,165.35,73.74,0.9602,1.2969,23.4,71.7525,70.44,2013,5,139.16
879,166.45,73.74,0.968,1.2857,22.7699,71.49,70.571,2013,5,136.98
880,166.36,74.095,0.9618,1.2898,22.56,72.7925,71.3,2013,5,134.48
881,167.04,74.33,0.9731,1.2818,22.42,72.8399,71.9901,2013,5,133.48
882,167.58,74.425,0.9675,1.2865,23.0,74.04,71.98,2013,5,135.32
883,167.8,74.54,0.968,1.291,22.36,73.52,72.11,2013,5,133.65
884,169.07,74.95,0.9814,1.2864,23.08,73.9781,72.97,2013,5,136.77
885,165.91,73.7,0.9668,1.2944,22.43,72.7,72.03,2013,5,134.84
886,165.38,73.43,0.9621,1.292,22.32,71.94,70.8,2013,5,134.51
887,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,5,146.10147749395
888,167.78,74.54,0.9734,1.287,22.3701,74.9,71.81,2013,5,135.57
889,165.8,73.8,0.9613,1.2944,22.25,73.5855,72.9,2013,5,134.91
890,166.59,74.275,0.9558,1.3042,22.85,74.71,73.79,2013,5,137.11
891,166.31,74.21,0.9583,1.2988,22.18,74.1,72.761,2013,5,136.05
892,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,6,146.10147749395
893,164.46,73.4,0.9442,1.3098,22.69,74.68,73.55,2013,6,136.98
894,165.1,73.82,0.9485,1.3075,22.31,73.838,73.39,2013,6,135.4399
895,163.42,73.04,0.9422,1.3088,22.53,74.46,73.72,2013,6,136.37
896,162.74,72.41,0.93,1.3248,22.64,74.87,74.371,2013,6,137.62
897,164.95,73.47,0.9342,1.3242,21.939,74.58,73.3,2013,6,134.62
898,165.4,73.76,0.9357,1.3234,21.84,75.52,74.41,2013,6,134.28
899,164.54,73.34,0.9271,1.3278,21.55,74.15,73.375,2013,6,133.51
900,164.39,73.14,0.9181,1.3354,21.77,74.3,73.5,2013,6,134.83
901,164.5,72.92,0.9234,1.3314,21.69,72.8,71.115,2013,6,134.2
902,164.67,72.84,0.9222,1.333,21.91,71.9,71.25,2013,6,134.6
903,165.22,73.4,0.9254,1.3341,21.69,70.6399,69.78,2013,6,134.0599
904,165.99,73.72,0.9186,1.3407,21.58,69.54,68.7601,2013,6,132.9601
905,165.89,73.68,0.9192,1.3404,21.56,69.18,67.76,2013,6,133.15
906,163.47,72.16,0.9296,1.3214,19.9299,66.02,64.65,2013,6,126.38
907,159.76,70.97,0.9354,1.3113,19.9,66.5,65.1001,2013,6,125.57
908,158.43,70.27,0.9345,1.3091,19.63,65.68,63.51,2013,6,124.7
909,160.1,70.52,0.9388,1.308,19.56,65.8,65.0,2013,6,123.9
910,160.5,71.0,0.9432,1.3006,18.73,63.93,61.81,2013,6,119.9
911,161.82,71.62,0.9464,1.3016,18.69,64.24,62.8,2013,6,119.51
912,161.4,71.69,0.945,1.301,19.43,64.855,63.01,2013,6,119.33
913,162.48,72.3,0.9452,1.306,19.58,67.58,66.51,2013,7,121.95
914,162.3,72.1796,0.9492,1.3017,19.45,68.0,66.741,2013,7,121.47
915,161.77,72.37,0.9475,1.3005,19.63,67.64,66.79,2013,7,121.77
916,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,7,146.10147749395
917,163.08,72.61,0.9624,1.2831,18.82,67.009,65.3701,2013,7,118.18
918,164.39,72.99,0.9644,1.2863,18.94,68.61,67.84,2013,7,119.66
919,165.33,73.25,0.9736,1.2774,19.12,69.0799,68.1301,2013,7,121.51
920,165.75,73.62,0.9682,1.2846,19.1848,70.0,69.45,2013,7,122.35
921,167.61,75.03,0.9496,1.3046,19.96,71.09,70.0621,2013,7,124.365
922,167.93,75.35,0.9468,1.3048,19.73,70.88,69.96,2013,7,124.3
923,168.39,75.52,0.9508,1.3039,19.77,71.795,70.9,2013,7,124.39
924,168.36,75.59,0.9408,1.3144,19.82,72.2,71.6929,2013,7,125.21
925,168.48,75.74,0.9428,1.3094,19.9,72.35,71.633,2013,7,125.7
926,169.27,75.74,0.9468,1.3078,19.3192,73.5,72.0,2013,7,124.52
927,169.23,74.74,0.9401,1.3142,19.32,73.37,72.69,2013,7,125.42
928,169.74,74.98,0.9357,1.3193,20.361,73.5,72.86,2013,7,129.46
929,169.83,74.96,0.9368,1.3212,20.26,72.479,71.72,2013,7,130.1399
930,169.86,75.02,0.9354,1.3228,20.09,73.32,72.33,2013,7,129.3999
931,169.08,75.06,0.9336,1.3234,20.02,73.28,71.89,2013,7,128.87
932,169.16,75.38,0.9289,1.3269,19.8662,71.9,69.95,2013,7,128.97
933,169.06,75.54,0.9308,1.3262,19.75,73.078,71.52,2013,7,128.78
934,169.28,75.95,0.9298,1.3266,19.58,71.75,70.89,2013,7,128.31
935,169.85,76.2099,0.9284,1.3282,19.8552,71.7,70.6601,2013,7,128.92
936,170.81,76.65,0.9353,1.3217,19.57,72.14,71.16,2013,8,127.89
937,170.97,76.99,0.9293,1.3268,19.78,71.64,70.58,2013,8,127.25
938,170.96,77.08,0.9302,1.3257,19.6,72.02,71.34,2013,8,126.64
939,170.74,76.99,0.9266,1.3296,19.41,71.15,70.102,2013,8,124.55
940,169.43,76.568,0.9222,1.3329,19.402,70.89,70.25,2013,8,124.6
941,170.18,76.98,0.9194,1.3392,20.0919,72.7699,71.9927,2013,8,126.99
942,170.1,76.94,0.9221,1.3338,20.35,72.69,72.26,2013,8,127.27
943,169.31,76.8099,0.9248,1.3312,21.2,73.0,72.0,2013,8,129.71
944,169.9,77.27,0.934,1.3247,21.31,72.63,72.114,2013,8,128.6499
945,169.8,77.18,0.9354,1.3256,21.6,72.51,71.86,2013,8,129.07
946,167.43,75.99,0.9334,1.3263,22.89,75.01,72.75,2013,8,132.36
947,166.63,75.87,0.9269,1.3321,23.13,74.8,74.12,2013,8,133.27
948,166.21,76.13,0.9247,1.3348,23.01,73.95,73.08,2013,8,132.5
949,166.2,76.03,0.9178,1.3426,23.04,74.04,73.051,2013,8,133.13
950,166.03,76.09,0.9211,1.3368,23.089,73.36,72.72,2013,8,133.23
951,166.3,76.21,0.9236,1.3362,23.0,73.84,73.03,2013,8,133.46
952,166.83,76.77,0.9207,1.3392,23.8,73.86,73.04,2013,8,135.24
953,167.3,77.28,0.9229,1.3369,24.13,73.27,72.56,2013,8,135.6
954,166.0,76.18,0.9186,1.3387,24.42,73.66,72.67,2013,8,137.55
955,164.49,75.75,0.9221,1.3326,24.2252,73.15,72.13,2013,8,137.46
956,165.04,76.34,0.9316,1.3228,23.81,72.56,71.911,2013,8,136.55
957,164.53,76.04,0.9313,1.3196,23.41,71.44,70.3,2013,8,135.71
958,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,9,146.10147749395
959,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,9,146.10147749395
960,165.58,76.44,0.9363,1.3164,24.16,70.77,69.8495,2013,9,136.789
961,166.03,76.84,0.9356,1.3212,23.26,68.88,67.75,2013,9,134.84
962,166.4,77.055,0.9437,1.312,23.16,67.44,66.8385,2013,9,134.35
963,166.98,77.34,0.9385,1.3166,23.64,68.36,67.51,2013,9,134.4
964,167.73,77.96,0.9314,1.326,23.5,67.9685,66.64,2013,9,134.32
965,168.9,78.32,0.9344,1.326,22.8,68.05,67.3801,2013,9,132.0
966,169.4,78.11,0.9314,1.3301,22.9,68.5,67.15,2013,9,131.81
967,169.56,78.25,0.9286,1.3315,22.036,67.729,67.2225,2013,9,128.78
968,169.46,78.145,0.9319,1.3276,22.05,68.63,68.09,2013,9,127.96
969,171.24,78.72,0.9258,1.335,21.8748,69.76,68.73,2013,9,128.02
970,171.11,78.47,0.9266,1.3357,21.5837,69.1762,68.1448,2013,9,126.99
971,173.52,79.47,0.926,1.3351,22.9499,70.47,68.13,2013,9,132.16
972,173.6,79.685,0.9112,1.3527,23.106,72.1,70.61,2013,9,132.78
973,172.33,79.54,0.9104,1.3522,22.38,71.04,69.93,2013,9,130.91
974,170.65,79.41,0.91,1.352,21.62,70.087,69.17,2013,9,128.44
975,170.53,79.25,0.9114,1.349,21.5297,70.629,69.62,2013,9,128.21
976,169.98,79.0,0.9082,1.3536,21.67,70.93,70.1,2013,9,129.21
977,170.17,79.36,0.9105,1.3484,21.61,70.92,70.38,2013,9,128.99
978,169.14,79.21,0.905,1.3537,21.6,71.84,70.76,2013,9,129.58
979,168.54,79.09,0.9041,1.3535,21.75,71.35,70.51,2013,9,129.14
980,169.5,79.72,0.9064,1.3534,20.99,70.39,69.74,2013,10,125.26
981,169.34,79.76,0.9017,1.3592,21.7,70.65,69.86,2013,10,127.81
982,168.94,79.72,0.8972,1.3642,21.54,69.25,68.24,2013,10,127.69
983,169.06,79.51,0.9052,1.3582,21.51,69.02,67.58,2013,10,127.15
984,168.45,79.35,0.905,1.3569,22.14,68.96,68.02,2013,10,128.33
985,167.62,78.81,0.904,1.3582,22.1999,70.06,69.502,2013,10,128.45
986,166.2,77.44,0.9104,1.3513,21.75,69.23,68.34,2013,10,126.89
987,169.26,78.79,0.9104,1.3535,21.67,69.6,68.65,2013,10,125.83
988,170.32,79.29,0.9103,1.3559,21.11,69.79,69.17,2013,10,122.81
989,171.08,79.79,0.9473143475906877,1.191436924742826,21.27,70.0167,69.65,2013,10,124.24
990,171.15,80.11,0.9152,1.3494,21.24,69.41,68.7,2013,10,124.36
991,172.16,80.42,0.9163,1.349,21.16,70.27,68.85,2013,10,123.89
992,173.32,80.87,0.9028,1.3664,21.675,72.42,70.61,2013,10,127.86
993,174.51,82.18,0.9013,1.3693,21.6873,72.49,72.0,2013,10,127.33
994,174.75,82.54,0.9019,1.3672,22.02,73.34,72.72,2013,10,127.3356
995,175.93,82.9,0.8947,1.3778,22.54,73.64,72.68,2013,10,129.81
996,174.89,82.2,0.8918,1.3786,22.3997,73.41,72.67,2013,10,129.09
997,175.37,82.48,0.8916,1.381,22.58,73.1,72.7,2013,10,130.53
998,176.0,83.28,0.8939,1.3794,22.36,72.95,71.53,2013,10,130.92
999,176.47,83.05,0.8954,1.3786,22.36,73.4,72.49,2013,10,131.44
1000,177.24,83.26,0.8982,1.377,22.329,73.069,72.73,2013,10,130.59
1001,177.51,83.485,0.8964,1.3771,22.779,73.5145,72.7,2013,10,131.22
1002,176.89,83.3,0.9056,1.3594,21.84,72.87,71.8,2013,10,128.49
1003,176.61,83.169,0.9124,1.3488,21.6599,72.47,71.6001,2013,11,127.17
1004,176.9,83.07,0.9106,1.3516,21.56,73.25,72.71,2013,11,127.52
1005,176.75,83.22,0.9126,1.347,21.44,73.73,72.39,2013,11,126.86
1006,177.5,83.4,0.9109,1.353,21.63,74.71,74.07,2013,11,127.36
1007,177.64,83.13,0.9184,1.339,21.43,74.69,73.86,2013,11,126.85
1008,177.31,82.56,0.922,1.3357,21.222,74.21,73.76,2013,11,124.46
1009,177.53,82.64,0.9473143475906877,1.191436924742826,21.14,73.82,73.111,2013,11,123.97
1010,177.36,82.66,0.9176,1.3428,20.97,72.89,72.16,2013,11,123.87
1011,178.43,83.55,0.9155,1.3456,20.466,72.44,71.27,2013,11,123.24
1012,179.42,83.86,0.9152,1.3468,20.56,72.44,71.93,2013,11,124.91
1013,180.12,83.96,0.9152,1.348,20.53,71.699,70.58,2013,11,124.52
1014,180.5,84.105,0.9121,1.352,20.46,70.83,69.96,2013,11,123.96
1015,179.87,83.49,0.9114,1.3529,20.23,70.97,70.09,2013,11,123.4
1016,179.93,83.4301,0.9158,1.3451,20.0976,70.36,69.35,2013,11,122.44
1017,180.05,83.61,0.9146,1.347,19.79,70.15,69.641,2013,11,120.35
1018,180.83,84.02,0.9072,1.3547,19.75,70.5,69.71,2013,11,120.4
1019,181.17,84.38,0.9125,1.3502,19.85,70.77,70.13,2013,11,121.0
1020,181.22,84.84,0.908,1.3555,19.76,70.34,69.68,2013,11,120.4
1021,181.24,85.24,0.9091,1.3563,19.691,70.739,69.844,2013,11,120.69
1022,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,11,146.10147749395
1023,181.75,85.84,0.9047,1.3606,19.83,70.65,70.08,2013,11,121.05
1024,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,12,146.10147749395
1025,181.43,85.96,0.9076,1.3552,19.42,70.17,69.37,2013,12,119.29
1026,180.39,85.64,0.903,1.3604,18.96,69.9199,69.5,2013,12,118.31
1027,180.48,85.77,0.9052,1.3555,19.62,71.51,70.18,2013,12,120.76
1028,179.74,85.66,0.8976,1.3664,19.4701,72.01,71.09,2013,12,119.24
1029,181.11,86.18,0.8939,1.369,19.38,72.2186,71.491,2013,12,119.26
1030,181.67,86.53,0.8914,1.3726,19.712,72.31,71.72,2013,12,119.92
1031,181.36,86.45,0.8876,1.3765,20.16,72.54,71.6,2013,12,122.32
1032,180.85,86.401,0.8856,1.3798,20.2,72.32,71.93,2013,12,121.81
1033,178.86,85.4201,0.8902,1.3752,19.33,70.54,69.6834,2013,12,118.82
1034,178.66,85.4,0.8904,1.3724,19.482,70.57,69.86,2013,12,119.49
1035,179.81,85.81,0.8876,1.3757,20.03,70.29,69.67,2013,12,120.77
1036,179.41,85.53,0.887,1.3748,19.85,69.724,68.2,2013,12,119.9001
1037,181.73,86.22,0.8872,1.3766,20.0,69.0675,68.1,2013,12,120.05
1038,181.7,86.01,0.8964,1.3666,19.026,68.32,67.861,2013,12,116.06
1039,181.99,86.68,0.8952,1.3673,19.26,68.4464,67.96,2013,12,116.469
1040,182.64,87.41,0.8942,1.3701,19.2599,68.25,67.68,2013,12,116.12
1041,183.01,87.51,0.8961,1.3676,19.3,67.9899,67.6,2013,12,116.29
1042,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2013,12,146.10147749395
1043,183.96,87.81,0.8963,1.369,19.73,68.79,68.31,2013,12,117.23
1044,184.18,87.9,0.8893,1.3766,19.815,69.9999,69.3,2013,12,117.38
1045,184.02,87.51,0.8866,1.3816,19.495,69.92,69.14,2013,12,116.4
1046,184.69,87.96,0.8904,1.3779,19.5499,70.07,69.1,2013,12,117.13
1047,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2014,1,146.10147749395
1048,184.07,87.58,0.8998,1.367,19.94,71.505,70.86,2014,1,118.73
1049,183.6,87.35,0.9044,1.3606,19.97,71.56,71.03,2014,1,119.62
1050,183.56,86.76,0.9036,1.3636,20.08,72.14,71.4308,2014,1,120.39
1051,183.79,87.25,0.9086,1.3618,19.628,72.62,71.72,2014,1,118.92
1052,183.83,87.55,0.9102,1.3586,19.3494,72.33,71.616,2014,1,118.52
1053,184.13,87.64,0.9085,1.3591,19.45,72.168,71.831,2014,1,118.69
1054,184.22,87.4,0.9032,1.3664,19.978,72.9923,71.7801,2014,1,120.43
1055,184.18,87.48,0.9026,1.3647,20.18,72.5,72.06,2014,1,121.04
1056,183.77,87.72,0.9009,1.3682,20.33,72.41,71.83,2014,1,121.06
1057,184.94,88.54,0.9084,1.3604,19.9499,72.995,71.78,2014,1,119.8099
1058,184.66,88.51,0.9064,1.36,19.9,72.91,72.17,2014,1,119.96
1059,184.45,88.3701,0.91,1.3554,20.15,73.51,72.82,2014,1,121.02
1060,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2014,1,146.10147749395
1061,184.77,88.59,0.9092,1.356,19.67,73.22,72.35,2014,1,119.97
1062,184.57,89.0,0.9116,1.3546,19.64,73.2,72.86,2014,1,119.768
1063,183.4,88.52,0.9002,1.368,20.03,73.12,72.49,2014,1,122.02
1064,181.66,88.18,0.8949,1.368,19.92,72.599,71.59,2014,1,122.5
1065,179.52,86.89,0.8956,1.3679,19.6199,71.29,70.47,2014,1,122.06
1066,179.3,85.94,0.8984,1.3662,19.49,70.31,69.74,2014,1,121.4
1067,178.55,85.74,0.8948,1.3663,19.64,70.0,69.07,2014,1,122.51
1068,179.81,86.8,0.9042,1.3549,19.0,69.52,68.9,2014,1,120.22
1069,179.29,86.68,0.9052,1.35,19.12,69.12,68.351,2014,1,120.86
1070,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2014,2,146.10147749395
1071,178.37,86.5,0.9014,1.3523,19.35,69.24,68.4,2014,2,122.11
1072,175.84,85.25,0.905,1.3507,19.252,68.8,67.9001,2014,2,121.09
1073,175.56,84.9901,0.9042,1.3519,19.6899,69.8,69.1358,2014,2,121.88
1074,177.48,85.88,0.8992,1.3604,19.77,69.622,69.23,2014,2,121.51
1075,179.87,87.359,0.8992,1.3614,19.78,69.5299,69.16,2014,2,122.24
1076,180.07,87.84,0.8967,1.3644,19.99,70.26,69.89,2014,2,123.16
1077,182.44,88.97,0.8969,1.3654,20.0,70.41,69.96,2014,2,124.75
1078,182.83,89.1695,0.9006,1.3592,20.12,71.2599,70.44,2014,2,124.98
1079,183.2,89.7,0.8944,1.3669,20.26,71.5,70.66,2014,2,125.6
1080,184.36,90.01,0.8928,1.369,21.19,72.3858,71.68,2014,2,127.38
1081,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2014,2,146.10147749395
1082,184.49,90.4172,0.8878,1.3758,21.67,72.13,71.72,2014,2,127.75
1083,184.95,90.285,0.8868,1.3762,21.6,72.13,71.35,2014,2,127.45
1084,184.52,90.22,0.8912,1.369,21.6146,72.0,71.65,2014,2,127.75
1085,184.89,90.465,0.8888,1.3722,21.6499,72.4253,72.04,2014,2,128.07
1086,186.15,90.82,0.8885,1.3744,21.8399,72.66,72.23,2014,2,129.07
1087,185.59,90.72,0.887,1.3749,21.6999,72.11,71.48,2014,2,129.53
1088,185.6,90.84,0.8922,1.3668,21.31,71.61,70.93,2014,2,128.76
1089,185.87,90.53,0.8872,1.3724,21.149,72.75,72.14,2014,2,128.8
1090,187.15,90.96,0.881,1.3806,21.1,72.82,72.4101,2014,2,128.35
1091,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2014,3,146.10147749395
1092,185.45,89.91,0.881,1.3763,21.35,73.2,72.7,2014,3,130.5856
1093,187.98,90.98,0.8869,1.3731,20.98,74.63,73.272,2014,3,129.24
1094,188.07,91.22,0.8872,1.3734,21.02,75.65,75.1,2014,3,129.34
1095,188.61,91.335,0.881,1.3848,21.34,76.459,75.59,2014,3,130.47
1096,188.96,91.36,0.8785,1.3868,20.72,76.2799,75.451,2014,3,129.23
1097,188.23,90.655,0.8781,1.388,20.68,75.86,75.5,2014,3,129.61
1098,188.71,91.055,0.8783,1.3867,20.8999,76.0,74.42,2014,3,130.15
1099,187.35,90.61,0.8743,1.3904,21.1,75.91,75.01,2014,3,132.12
1100,187.99,90.93,0.8726,1.3927,21.04,76.1,75.5,2014,3,132.54
1101,185.8,89.38,0.8712,1.3924,21.46,76.78,74.8,2014,3,133.69
1102,186.77,89.91,0.8726,1.3927,21.14,75.68,75.0547,2014,3,133.22
1103,187.91,90.64,0.8743,1.3913,20.63,75.26,74.16,2014,3,131.27
1104,187.94,90.66,0.8747,1.391,20.54,75.0,74.4,2014,3,129.68
1105,187.89,90.56,0.8833,1.3784,20.16,75.2899,73.1,2014,3,128.41
1106,189.02,90.65,0.8836,1.3783,20.19,77.46,76.7,2014,3,129.09
1107,187.07,89.39,0.884,1.3784,19.94,77.64,76.3,2014,3,127.14
1108,186.94,89.25,0.8862,1.3777,19.9,77.059,76.43,2014,3,126.82
1109,187.34,89.15,0.8854,1.3786,19.75,76.4576,75.79,2014,3,126.38
1110,185.34,87.64,0.8859,1.3752,19.52,75.0299,73.68,2014,3,125.29
1111,186.42,88.01,0.8869,1.3753,19.61,75.6,74.92,2014,3,124.96
1112,187.3,88.26,0.884,1.3777,19.62,75.89,75.3,2014,3,124.79
1113,188.36,89.27,0.8825,1.3804,19.5599,76.19,75.43,2014,4,123.85
1114,189.13,89.68,0.887,1.3761,19.809,76.9399,76.5336,2014,4,124.75
1115,189.22,89.679,0.8921,1.3708,19.64,77.0742,76.7,2014,4,124.26
1116,189.7,89.41,0.8918,1.3704,19.93,77.1,76.4159,2014,4,125.96
1117,186.26,86.63,0.8876,1.3745,19.73,76.629,74.171,2014,4,125.4725
1118,185.4,86.46,0.8836,1.3802,19.86,75.949,75.4,2014,4,126.34
1119,187.15,87.87,0.8816,1.3816,19.654,76.3499,75.41,2014,4,126.72
1120,187.17,87.88,0.8758,1.3892,19.95,77.44,76.86,2014,4,127.37
1121,183.42,85.44,0.8748,1.3898,19.79,79.04,77.4,2014,4,127.31
1122,183.37,85.22,0.8784,1.3824,19.79,79.58,78.9,2014,4,128.25
1123,184.33,85.54,0.8805,1.3806,19.37,77.7199,77.001,2014,4,125.7
1124,186.14,86.18,0.8813,1.382,19.4,78.3299,77.39,2014,4,125.57
1125,186.91,86.63,0.8812,1.3832,19.39,78.7148,77.372,2014,4,125.53
1126,270.1797653670342,182.68978435063187,0.8832,1.3816,21.608060365689703,110.18447308416239,107.93186200591556,2014,4,146.10147749395
1127,187.1,86.84,0.8851,1.379,19.17,77.01,75.0,2014,4,124.33
1128,188.4,87.745,0.8851,1.3804,19.21,76.72,76.18,2014,4,124.16
1129,187.92,87.56,0.8828,1.3814,19.21,76.72,76.34,2014,4,123.942
1130,188.39,88.21,0.8817,1.3828,19.63,78.42,76.99,2014,4,125.12
1131,187.33,87.17,0.8809,1.3838,19.5158,79.18,78.26,2014,4,125.71
1132,187.69,87.11,0.8807,1.3844,19.35,79.0,77.47,2014,4,125.34
1133,188.04,87.32,0.8845,1.3808,19.28,78.87,78.0,2014,4,125.38
1134,188.5,87.48,0.88,1.387,19.0099,79.2253,77.8,2014,4,125.05
1135,188.84,88.15,0.8797,1.3867,18.85,79.6,78.89,2014,5,123.83
1136,189.14,88.11,0.8789,1.3864,19.39,79.62,78.9,2014,5,125.67
1137,188.55,87.97,0.8774,1.3884,19.38,79.7799,79.05,2014,5,126.63
1138,188.13,87.86,0.8744,1.3924,19.47,80.05,79.42,2014,5,126.11
1139,187.97,87.08,0.8758,1.3917,19.25,78.71,77.4401,2014,5,125.57
1140,189.05,87.53,0.8784,1.3864,19.03,78.61,77.92,2014,5,124.47
1141,188.04,86.86,0.886,1.3763,18.99,78.4,77.71,2014,5,124.47
1142,189.88,88.26,0.8876,1.376,19.39,78.78,78.51,2014,5,125.42
1143,190.42,88.61,0.8894,1.3711,19.33,79.719,79.24,2014,5,125.1
1144,189.88,88.35,0.8894,1.3718,19.5655,82.22,80.0,2014,5,125.96
1145,188.72,87.96,0.8898,1.3712,19.35,80.18,78.99,2014,5,125.51
1146,188.13,87.76,0.891,1.3708,19.13,79.6299,79.27,2014,5,124.77
1147,188.89,88.46,0.8916,1.3716,19.29,80.1999,79.4,2014,5,125.47
1148,188.67,88.6,0.8916,1.3702,19.1799,80.82,80.2111,2014,5,124.91
1149,189.22,88.89,0.8951,1.3657,19.2,81.3,80.55,2014,5,124.55
1150,189.98,89.48,0.8948,1.3652,19.37,81.64,81.22,2014,5,125.24
